"dguid","char","period","total","o","om","onm","r","rs","rns"
4710004,"0.5% or under","Before 2016",20,20,0,20,0,0,0
4710004,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710004,"0.6% to 1.25%","Total",210,195,0,195,20,10,0
4710004,"0.6% to 1.25%","Before 2016",210,195,0,195,20,10,0
4710004,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710004,"1.26% to 2%","Total",85,60,50,10,20,10,10
4710004,"1.26% to 2%","Before 2016",85,60,50,10,20,10,10
4710004,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710004,"2.1% to 3%","Total",35,20,20,0,0,0,0
4710004,"2.1% to 3%","Before 2016",35,20,20,0,0,0,0
4710004,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710004,"3.1% or over","Total",0,0,0,0,0,0,0
4710004,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710004,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710008,"Total","Total",130,105,30,75,25,0,0
4710008,"Total","Before 2016",130,100,30,75,25,0,0
4710008,"Total","2016 to 2021",0,0,0,0,0,0,0
4710008,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710008,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710008,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710008,"Veteran in household","Total",0,0,0,0,0,0,0
4710008,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710008,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710008,"0.5% or under","Total",0,0,0,0,0,0,0
4710008,"0.5% or under","Before 2016",0,0,0,0,0,0,0
4710008,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710008,"0.6% to 1.25%","Total",55,45,0,45,0,0,0
4710008,"0.6% to 1.25%","Before 2016",50,40,0,40,0,0,0
4710008,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710008,"1.26% to 2%","Total",45,45,0,30,0,0,0
4710008,"1.26% to 2%","Before 2016",45,45,0,30,0,0,0
4710008,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710008,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710008,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710008,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710008,"3.1% or over","Total",15,0,0,0,0,0,0
4710008,"3.1% or over","Before 2016",15,0,0,0,0,0,0
4710008,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710009,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710009,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710009,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710009,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710011,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710011,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710011,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710014,"Total","Total",80,80,30,45,0,0,0
4710014,"Total","Before 2016",70,70,30,45,0,0,0
4710014,"Total","2016 to 2021",0,0,0,0,0,0,0
4710014,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710014,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710014,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710014,"Veteran in household","Total",0,0,0,0,0,0,0
4710014,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710014,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710014,"0.5% or under","Total",30,30,0,30,0,0,0
4710014,"0.5% or under","Before 2016",30,30,0,30,0,0,0
4710014,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710014,"0.6% to 1.25%","Total",20,20,0,0,0,0,0
4710014,"0.6% to 1.25%","Before 2016",20,20,0,0,0,0,0
4710014,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710014,"1.26% to 2%","Total",0,0,0,0,0,0,0
4710014,"1.26% to 2%","Before 2016",0,0,0,0,0,0,0
4710014,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710014,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710014,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710014,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710014,"3.1% or over","Total",0,0,0,0,0,0,0
4710014,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710014,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710022,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710022,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710022,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710022,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710024,"Total","Total",140,130,65,65,0,0,0
4710024,"Total","Before 2016",140,125,65,60,0,0,0
4710024,"Total","2016 to 2021",0,0,0,0,0,0,0
4710024,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710024,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710024,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710024,"Veteran in household","Total",0,0,0,0,0,0,0
4710024,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710024,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710024,"0.5% or under","Total",25,20,0,15,0,0,0
4710024,"0.5% or under","Before 2016",20,20,0,0,0,0,0
4710024,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710024,"0.6% to 1.25%","Total",70,65,20,50,0,0,0
4710024,"0.6% to 1.25%","Before 2016",70,65,20,50,0,0,0
4710024,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710024,"1.26% to 2%","Total",30,30,25,0,0,0,0
4710024,"1.26% to 2%","Before 2016",30,30,25,0,0,0,0
4710024,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710024,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710024,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710024,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710024,"3.1% or over","Total",0,0,0,0,0,0,0
4710024,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710024,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710027,"Total","Total",250,205,120,90,40,0,35
4710027,"Total","Before 2016",245,205,115,90,40,0,35
4710027,"Total","2016 to 2021",0,0,0,0,0,0,0
4710027,"1+ person with limitation","Total",30,30,30,0,0,0,0
4710027,"1+ person with limitation","Before 2016",30,30,30,0,0,0,0
4710027,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710027,"Veteran in household","Total",0,0,0,0,0,0,0
4710027,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710027,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710027,"0.5% or under","Total",20,0,0,0,0,0,0
4710027,"0.5% or under","Before 2016",20,0,0,0,0,0,0
4710027,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710027,"0.6% to 1.25%","Total",120,110,40,65,0,0,0
4710027,"0.6% to 1.25%","Before 2016",120,110,40,65,0,0,0
4710027,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710027,"1.26% to 2%","Total",75,55,50,0,20,0,20
4710027,"1.26% to 2%","Before 2016",75,55,50,0,20,0,20
4710027,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710027,"2.1% to 3%","Total",20,0,0,0,0,0,0
4710027,"2.1% to 3%","Before 2016",20,0,0,0,0,0,0
4710027,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710027,"3.1% or over","Total",20,20,0,0,0,0,0
4710027,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710027,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710028,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710028,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710028,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710028,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710029,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710029,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710029,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710031,"Total","Total",130,120,30,90,0,0,0
4710031,"Total","Before 2016",130,120,30,90,0,0,0
4710031,"Total","2016 to 2021",0,0,0,0,0,0,0
4710031,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710031,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710031,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710031,"Veteran in household","Total",0,0,0,0,0,0,0
4710031,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710031,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710031,"0.5% or under","Total",25,25,0,25,0,0,0
4710031,"0.5% or under","Before 2016",25,25,0,25,0,0,0
4710031,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710031,"0.6% to 1.25%","Total",70,60,0,60,0,0,0
4710031,"0.6% to 1.25%","Before 2016",70,60,0,60,0,0,0
4710031,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710031,"1.26% to 2%","Total",15,15,15,0,0,0,0
4710031,"1.26% to 2%","Before 2016",15,15,15,0,0,0,0
4710031,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710031,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710031,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710031,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710031,"3.1% or over","Total",0,0,0,0,0,0,0
4710031,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710031,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710034,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710034,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710034,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710034,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"1.26% to 2%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"1.26% to 2%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"2.1% to 3%","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"2.1% to 3%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"2.1% to 3%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710035,"3.1% or over","Total",NA,NA,NA,NA,NA,NA,NA
4710035,"3.1% or over","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710035,"3.1% or over","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710036,"Total","Total",150,135,30,100,15,0,15
4710036,"Total","Before 2016",150,135,30,100,15,0,15
4710036,"Total","2016 to 2021",0,0,0,0,0,0,0
4710036,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710036,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710036,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710036,"Veteran in household","Total",0,0,0,0,0,0,0
4710036,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710036,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710036,"0.5% or under","Total",40,35,0,35,0,0,0
4710036,"0.5% or under","Before 2016",40,35,0,35,0,0,0
4710036,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710036,"0.6% to 1.25%","Total",50,50,0,50,0,0,0
4710036,"0.6% to 1.25%","Before 2016",50,50,0,50,0,0,0
4710036,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710036,"1.26% to 2%","Total",45,35,20,0,0,0,0
4710036,"1.26% to 2%","Before 2016",45,35,20,0,0,0,0
4710036,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710036,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710036,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710036,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710036,"3.1% or over","Total",0,0,0,0,0,0,0
4710036,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710036,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710038,"Total","Total",545,415,180,240,125,55,75
4710038,"Total","Before 2016",545,415,180,240,125,55,75
4710038,"Total","2016 to 2021",0,0,0,0,0,0,0
4710038,"1+ person with limitation","Total",50,40,25,0,20,0,20
4710038,"1+ person with limitation","Before 2016",50,40,25,0,20,0,20
4710038,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710038,"Veteran in household","Total",0,0,0,0,0,0,0
4710038,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710038,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710038,"0.5% or under","Total",60,45,0,45,0,0,0
4710038,"0.5% or under","Before 2016",60,45,0,45,0,0,0
4710038,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710038,"0.6% to 1.25%","Total",265,200,30,175,65,20,40
4710038,"0.6% to 1.25%","Before 2016",265,200,30,175,65,20,40
4710038,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710038,"1.26% to 2%","Total",165,110,100,0,55,25,30
4710038,"1.26% to 2%","Before 2016",165,110,100,0,55,25,30
4710038,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710038,"2.1% to 3%","Total",40,40,40,0,0,0,0
4710038,"2.1% to 3%","Before 2016",40,40,40,0,0,0,0
4710038,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710038,"3.1% or over","Total",0,0,0,0,0,0,0
4710038,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710038,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710041,"Total","Total",115,105,45,65,0,0,0
4710041,"Total","Before 2016",115,105,45,65,0,0,0
4710041,"Total","2016 to 2021",0,0,0,0,0,0,0
4710041,"1+ person with limitation","Total",0,0,0,0,0,0,0
4710041,"1+ person with limitation","Before 2016",0,0,0,0,0,0,0
4710041,"1+ person with limitation","2016 to 2021",0,0,0,0,0,0,0
4710041,"Veteran in household","Total",0,0,0,0,0,0,0
4710041,"Veteran in household","Before 2016",0,0,0,0,0,0,0
4710041,"Veteran in household","2016 to 2021",0,0,0,0,0,0,0
4710041,"0.5% or under","Total",25,25,0,25,0,0,0
4710041,"0.5% or under","Before 2016",25,25,0,25,0,0,0
4710041,"0.5% or under","2016 to 2021",0,0,0,0,0,0,0
4710041,"0.6% to 1.25%","Total",50,40,0,35,0,0,0
4710041,"0.6% to 1.25%","Before 2016",50,40,0,35,0,0,0
4710041,"0.6% to 1.25%","2016 to 2021",0,0,0,0,0,0,0
4710041,"1.26% to 2%","Total",25,25,25,0,0,0,0
4710041,"1.26% to 2%","Before 2016",25,25,25,0,0,0,0
4710041,"1.26% to 2%","2016 to 2021",0,0,0,0,0,0,0
4710041,"2.1% to 3%","Total",0,0,0,0,0,0,0
4710041,"2.1% to 3%","Before 2016",0,0,0,0,0,0,0
4710041,"2.1% to 3%","2016 to 2021",0,0,0,0,0,0,0
4710041,"3.1% or over","Total",0,0,0,0,0,0,0
4710041,"3.1% or over","Before 2016",0,0,0,0,0,0,0
4710041,"3.1% or over","2016 to 2021",0,0,0,0,0,0,0
4710043,"Total","Total",NA,NA,NA,NA,NA,NA,NA
4710043,"Total","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710043,"Total","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710043,"1+ person with limitation","Total",NA,NA,NA,NA,NA,NA,NA
4710043,"1+ person with limitation","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710043,"1+ person with limitation","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710043,"Veteran in household","Total",NA,NA,NA,NA,NA,NA,NA
4710043,"Veteran in household","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710043,"Veteran in household","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710043,"0.5% or under","Total",NA,NA,NA,NA,NA,NA,NA
4710043,"0.5% or under","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710043,"0.5% or under","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710043,"0.6% to 1.25%","Total",NA,NA,NA,NA,NA,NA,NA
4710043,"0.6% to 1.25%","Before 2016",NA,NA,NA,NA,NA,NA,NA
4710043,"0.6% to 1.25%","2016 to 2021",NA,NA,NA,NA,NA,NA,NA
4710043,"1.26% to 2%","Total",NA,NA,NA,NA,NA,NA,NA
